,base,exp,tau,type,strike,bid,ask,last_deal,th_price,sigma,underlying_price,sigma-ask,sigma-bid
816,H&H,18-06-20,35,Put,79.75,0.0,0.0,0.0,5728.0,21.996,74.443,,
817,H&H,18-06-20,35,Put,80.0,0.0,0.0,0.0,5956.0,22.247,74.443,,
818,H&H,18-06-20,35,Put,80.25,0.0,0.0,0.0,6185.0,22.499,74.443,,
819,H&H,18-06-20,35,Put,80.5,3.781,0.0,6.07,6416.0,22.75,74.443,,
820,H&H,18-06-20,35,Put,80.75,0.0,0.0,0.0,6648.0,23.002,74.443,,
821,H&H,18-06-20,35,Put,81.0,4.576,0.0,0.0,6881.0,23.253,74.443,,
822,H&H,18-06-20,35,Put,81.25,0.0,0.0,0.0,7115.0,23.503,74.443,,
823,H&H,18-06-20,35,Put,81.5,0.0,0.0,0.0,7351.0,23.753,74.443,,
824,H&H,18-06-20,35,Put,81.75,0.0,0.0,0.0,7587.0,24.002,74.443,,
825,H&H,18-06-20,35,Put,82.0,0.0,11.999,0.0,7823.0,24.249,74.443,,79.24689309274761
826,H&H,18-06-20,35,Put,82.25,0.0,0.0,0.0,8061.0,24.495,74.443,,
827,H&H,18-06-20,35,Put,82.5,0.0,0.0,0.0,8299.0,24.74,74.443,,
828,H&H,18-06-20,35,Put,82.75,0.0,0.0,0.0,8538.0,24.983,74.443,,
829,H&H,18-06-20,35,Put,83.0,0.0,0.0,0.0,8778.0,25.224,74.443,,
830,H&H,18-06-20,35,Put,83.25,0.0,0.0,0.0,9018.0,25.464,74.443,,
831,H&H,18-06-20,35,Put,83.5,0.0,0.0,0.0,9258.0,25.701,74.443,,
832,H&H,18-06-20,35,Put,83.75,0.0,0.0,0.0,9499.0,25.936,74.443,,
833,H&H,18-06-20,35,Put,84.0,0.0,0.0,0.0,9741.0,26.168,74.443,,
834,H&H,18-06-20,35,Put,84.25,0.0,0.0,0.0,9983.0,26.399,74.443,,
835,H&H,18-06-20,35,Put,84.5,0.0,0.0,0.0,10225.0,26.626,74.443,,
836,H&H,18-06-20,35,Put,84.75,0.0,0.0,0.0,10468.0,26.851,74.443,,
837,H&H,18-06-20,35,Put,85.0,0.0,0.0,0.0,10711.0,27.074,74.443,,
838,H&H,18-06-20,35,Put,85.25,0.0,0.0,0.0,10954.0,27.293,74.443,,
839,H&H,18-06-20,35,Put,85.5,0.0,0.0,0.0,11198.0,27.51,74.443,,
840,H&H,18-06-20,35,Put,85.75,0.0,0.0,0.0,11442.0,27.723,74.443,,
841,H&H,18-06-20,35,Put,86.0,0.0,0.0,0.0,11686.0,27.934,74.443,,
842,H&H,18-06-20,35,Put,86.25,0.0,0.0,0.0,11930.0,28.141,74.443,,
843,H&H,18-06-20,35,Put,86.5,0.0,0.0,0.0,12175.0,28.346,74.443,,
844,H&H,18-06-20,35,Put,86.75,0.0,0.0,0.0,12419.0,28.547,74.443,,
845,H&H,18-06-20,35,Put,87.0,0.0,0.0,0.0,12665.0,28.745,74.443,,
846,H&H,18-06-20,35,Put,87.25,0.0,0.0,0.0,12910.0,28.94,74.443,,
847,H&H,18-06-20,35,Put,87.5,0.0,0.0,0.0,13155.0,29.131,74.443,,
848,H&H,18-06-20,35,Put,87.75,0.0,0.0,0.0,13401.0,29.319,74.443,,
849,H&H,18-06-20,35,Put,88.0,0.0,0.0,0.0,13647.0,29.504,74.443,,
850,H&H,18-06-20,35,Put,88.25,0.0,0.0,0.0,13892.0,29.686,74.443,,
851,H&H,18-06-20,35,Put,88.5,0.0,0.0,0.0,14139.0,29.864,74.443,,
852,H&H,18-06-20,35,Put,88.75,0.0,0.0,0.0,14385.0,30.039,74.443,,
853,H&H,18-06-20,35,Put,89.0,0.0,0.0,0.0,14631.0,30.21,74.443,,
854,H&H,18-06-20,35,Put,89.25,0.0,0.0,0.0,14878.0,30.378,74.443,,
855,H&H,18-06-20,35,Put,89.5,0.0,0.0,0.0,15124.0,30.543,74.443,,
856,H&H,18-06-20,35,Put,90.0,15.1,0.0,0.0,15618.0,30.863,74.443,,
857,H&H,18-06-20,35,Put,90.5,0.0,0.0,0.0,16112.0,31.169,74.443,,
858,H&H,18-06-20,35,Put,91.0,0.0,0.0,0.0,16607.0,31.462,74.443,,
859,H&H,18-06-20,35,Put,91.5,0.0,0.0,0.0,17102.0,31.742,74.443,,
860,H&H,18-06-20,35,Put,92.0,0.0,0.0,0.0,17597.0,32.009,74.443,,
861,H&H,18-06-20,35,Put,92.5,0.0,0.0,0.0,18093.0,32.264,74.443,,
862,H&H,18-06-20,35,Put,93.0,0.0,0.0,0.0,18589.0,32.507,74.443,,
863,H&H,18-06-20,35,Put,93.75,0.0,0.0,0.0,19333.0,32.848,74.443,,
864,H&H,18-06-20,35,Put,94.0,0.0,0.0,0.0,19582.0,32.956,74.443,,
865,H&H,18-06-20,35,Put,95.0,20.0,0.0,0.0,20576.0,33.361,74.443,,
866,H&H,18-06-20,35,Put,96.0,0.0,0.0,0.0,21571.0,33.723,74.443,,
867,H&H,18-06-20,35,Put,96.25,0.0,0.0,0.0,21819.0,33.808,74.443,,
